seqName,clade,pango_growth,clade_growth,pango_lif,clade_lif,pango_time,clade_time
BF.18,22B,0.5874426260201132,0.45246697522466606,-326.3354212209309,-302.9872356837063,925.5714285714284,939.1235281351505
BF.19,22B,0.5828627978183685,0.45246697522466606,-321.50431115097814,-302.9872356837063,914.1153846153846,939.1235281351505
BF.31.1,22B,0.6323600230740295,0.45246697522466606,-368.01666698038207,-302.9872356837063,1035.63,939.1235281351505
BF.9,22B,0.5859323735721963,0.45246697522466606,-320.0823945009107,-302.9872356837063,921.3597560975609,939.1235281351505
BF.23,22B,0.6001536564061271,0.45246697522466606,-336.94781455049855,-302.9872356837063,945.8541666666665,939.1235281351505
BF.25,22B,0.6075967792477865,0.45246697522466606,-341.1162447343887,-302.9872356837063,972.9256830601093,939.1235281351505
BF.24,22B,0.5865226343895906,0.45246697522466606,-322.9714423728234,-302.9872356837063,923.936416184971,939.1235281351505
BF.20,22B,0.5753226076605544,0.45246697522466606,-314.66635962438966,-302.9872356837063,905.0000000000001,939.1235281351505
BF.27,22B,0.5861517107763569,0.45246697522466606,-319.1905980471988,-302.9872356837063,922.2576573231854,939.1235281351505
BF.26,22B,0.6049705957860988,0.45246697522466606,-336.4143392293175,-302.9872356837063,959.2002997002998,939.1235281351505
BF.29,22B,0.5997595028700919,0.45246697522466606,-336.15607701813894,-302.9872356837063,944.876712328767,939.1235281351505
BF.31,22B,0.6082062470933437,0.45246697522466606,-344.22244211369434,-302.9872356837063,976.4594594594596,939.1235281351505
BF.28,22B,0.5807293549570102,0.45246697522466606,-314.68239151774173,-302.9872356837063,910.0474100087796,939.1235281351505
BF.21,22B,0.5847479203832475,0.45246697522466606,-317.8654463290738,-302.9872356837063,917.7745467600072,939.1235281351505
BF.30,22B,0.6268016908589679,0.45246697522466606,-364.54375000520366,-302.9872356837063,1022.909090909091,939.1235281351505
BF.32,22B,0.6222156354693525,0.45246697522466606,-355.7950166787266,-302.9872356837063,1010.4896755162242,939.1235281351505
BF.34,22B,0.6145985530881888,0.45246697522466606,-352.2897102288762,-302.9872356837063,1001.8333333333333,939.1235281351505
BF.40,22B,0.5954469271943916,0.45246697522466606,-330.3406802217829,-302.9872356837063,935.7004716981132,939.1235281351505
BF.39,22B,0.6032243576301433,0.45246697522466606,-336.9991685871427,-302.9872356837063,953.6813317479191,939.1235281351505
BF.39.1,22B,0.6454020705703191,0.45246697522466606,-383.2599472639973,-302.9872356837063,1047.7058823529412,939.1235281351505
BF.38,22B,0.5998392002706971,0.45246697522466606,-336.7151883735657,-302.9872356837063,945.1111111111112,939.1235281351505
BF.36,22B,0.5924887111563092,0.45246697522466606,-327.81432561035234,-302.9872356837063,928.9287833827893,939.1235281351505
BG.3,22C,0.5271353807822673,0.3890773060524936,-272.62019619633895,-247.7499753760463,867.375,847.2164894262263
BG.1,22C,0.5214038560227103,0.3890773060524936,-267.4054209949204,-247.7499753760463,848.1515151515151,847.2164894262263
BF.41.1,22B,0.6259470627865856,0.45246697522466606,-362.7785338430255,-302.9872356837063,1020.8148148148148,939.1235281351505
BG.2,22C,0.5240904725492471,0.3890773060524936,-263.76262658472007,-247.7499753760463,853.0660903288357,847.2164894262263
BG.5,22C,0.5258990220028813,0.3890773060524936,-267.27102991443405,-247.7499753760463,858.8545977011494,847.2164894262263
BG.4,22C,0.5192683343148348,0.3890773060524936,-262.90145520687224,-247.7499753760463,846.2290388548058,847.2164894262263
BG.6,22C,0.5581224201214101,0.3890773060524936,-300.5091730495984,-247.7499753760463,880.0,847.2164894262263
BK.1,22B,0.6006952563280182,0.45246697522466606,-333.9483754439303,-302.9872356837063,947.5531385954009,939.1235281351505
BG.7,22C,0.5272799057847414,0.3890773060524936,-272.1395299010518,-247.7499753760463,868.9545454545455,847.2164894262263
BH.1,21L,0.5945342690223518,0.35894924126709815,-331.56718398327246,-222.62331989377134,933.3962264150942,817.5416739411294
BF.35,22B,0.5877926302140436,0.45246697522466606,-320.3622976496532,-302.9872356837063,927.2926091530774,939.1235281351505
BL.1,22D,0.6081685895037325,0.4832606328277219,-343.137884777105,-336.9477416261544,976.0995260663508,1027.627403213063
BF.41,22B,0.5930689465049606,0.45246697522466606,-329.2611331676156,-302.9872356837063,930.2573529411764,939.1235281351505
BL.1.5,22D,0.6220154108183902,0.4832606328277219,-359.40391913917574,-336.9477416261544,1009.2000000000002,1027.627403213063
BL.1.4,22D,0.616978989812954,0.4832606328277219,-354.91970242441334,-336.9477416261544,1003.6666666666666,1027.627403213063
