seqName,clade,pango_growth,clade_growth,pango_lif,clade_lif,pango_time,clade_time
A,19B,0.0,0.0,0.0,0.0,45.18181818181817,150.19930575643622
A.5,19B,-0.10469778922278032,0.0,3.548219818432364,0.0,45.375,150.19930575643622
A.1,19B,-0.04307317434769589,0.0,6.203679161628212,0.0,63.35018315018315,150.19930575643622
A.3,19B,-0.03479592637508675,0.0,4.70391982128349,0.0,66.62626262626262,150.19930575643622
A.2,19B,-0.008009435671375617,0.0,-0.34049561711388543,0.0,109.26174496644293,150.19930575643622
A.19,19B,0.008931539233431873,0.0,-6.74269045565374,0.0,246.0,150.19930575643622
A.23,19B,0.012769018145677963,0.0,-6.8434035187806606,0.0,283.0,150.19930575643622
A.27,19B,0.03918535480608115,0.0,-15.665804968936879,0.0,392.75,150.19930575643622
A.21,19B,0.03922072894461999,0.0,-13.952478261684483,0.0,392.8222222222222,150.19930575643622
A.28,19B,0.043001602902321384,0.0,-17.31251312076804,0.0,400.1428571428571,150.19930575643622
A.23.1,19B,0.0474189161321113,0.0,-16.49235712947053,0.0,412.15,150.19930575643622
A.29,19B,0.05212914683066524,0.0,-21.449049677364577,0.0,420.40000000000003,150.19930575643622
A.2.5.3,19B,0.06995811344910781,0.0,-28.334394949814737,0.0,450.66666666666663,150.19930575643622
A.2.5,19B,0.07582896478511071,0.0,-26.54003852595812,0.0,462.28136882129274,150.19930575643622
A.2.5.1,19B,0.07589194455894104,0.0,-29.46716276587325,0.0,462.41379310344826,150.19930575643622
A.2.5.2,19B,0.07682352394162001,0.0,-28.655996700127726,0.0,464.3980099502487,150.19930575643622
B.1.371,20C,-0.018047394689695385,0.007651817666639879,3.4105120524041843,1.3194005630805827,82.61111111111111,249.96376972281448
B.1.356,20C,-0.01680542912886943,0.007651817666639879,-0.21130202983427374,1.3194005630805827,85.14893617021276,249.96376972281448
B.1.319,20C,-0.012821762950850853,0.007651817666639879,1.5630507227841788,1.3194005630805827,98.20000000000002,249.96376972281448
B.1.320,20C,-0.009830674776833605,0.007651817666639879,2.649866793000971,1.3194005630805827,107.63888888888889,249.96376972281448
B.1.503,20C,-3.6112565523097985e-05,0.007651817666639879,0.3496108322550419,1.3194005630805827,156.55438596491229,249.96376972281448
B.1.426,20C,0.00044589160013395535,0.007651817666639879,1.5422969494898509,1.3194005630805827,160.32797202797204,249.96376972281448
B.1.606,20C,0.0013541737752750303,0.007651817666639879,-0.8161222366752459,1.3194005630805827,168.35668789808915,249.96376972281448
B.1.336,20C,0.002003455700815393,0.007651817666639879,0.13006501301081833,1.3194005630805827,174.36283185840705,249.96376972281448
B.1.3,20C,0.0039007266043078097,0.007651817666639879,0.07664143225636336,1.3194005630805827,193.01317957166395,249.96376972281448
B.1.453,20C,0.004638074022613719,0.007651817666639879,-0.5289624761606425,1.3194005630805827,200.6135770234987,249.96376972281448
B.1.570,20C,0.005866346248162905,0.007651817666639879,-0.5127230397912054,1.3194005630805827,213.54980079681275,249.96376972281448
B.1.499,20C,0.006501284024205256,0.007651817666639879,-3.062396616954224,1.3194005630805827,220.31111111111113,249.96376972281448
B.1.340,20C,0.0065559377912150765,0.007651817666639879,-1.2356689257395317,1.3194005630805827,220.8939929328622,249.96376972281448
B.1.428,20C,0.006686424511186993,0.007651817666639879,-4.270972692006883,1.3194005630805827,222.28571428571425,249.96376972281448
B.1.567,20C,0.008189605403155052,0.007651817666639879,-1.5457628411897673,1.3194005630805827,238.24834437086093,249.96376972281448
B.1.509,20C,0.0082011315803256,0.007651817666639879,0.02038221941846147,1.3194005630805827,238.3696551724138,249.96376972281448
B.1.350,20C,0.009017890469839368,0.007651817666639879,-3.267463897677177,1.3194005630805827,246.8939393939394,249.96376972281448
B.1.566,20C,0.009189778539701177,0.007651817666639879,-4.003202119764498,1.3194005630805827,248.66666666666669,249.96376972281448
B.1.324,20C,0.010718781703497741,0.007651817666639879,-1.02170009332299,1.3194005630805827,264.0031152647975,249.96376972281448
B.1.367,20C,0.011396216885974158,0.007651817666639879,-7.379653950433739,1.3194005630805827,270.5,249.96376972281448
B.1.346,20C,0.012814362121504741,0.007651817666639879,-2.1890384991053913,1.3194005630805827,283.3966165413534,249.96376972281448
B.1.587,20C,0.01553765249708021,0.007651817666639879,-2.744493232822194,1.3194005630805827,305.20851688693097,249.96376972281448
B.1.349,20C,0.015980898814652474,0.007651817666639879,-2.0586808317484273,1.3194005630805827,308.38411878631376,249.96376972281448
B.1.265,20C,0.016041165403886424,0.007651817666639879,-2.5630288223399664,1.3194005630805827,308.8079748163694,249.96376972281448
B.1.361,20C,0.01633670426629822,0.007651817666639879,-2.5759282325026143,1.3194005630805827,310.85935984481085,249.96376972281448
B.1.298,20C,0.016678205923776238,0.007651817666639879,-3.309033841432236,1.3194005630805827,313.1742286751361,249.96376972281448
B.1.577,20C,0.017729004128795644,0.007651817666639879,-2.2765134351393783,1.3194005630805827,319.93466172381835,249.96376972281448
B.1.605,20C,0.020561855077099452,0.007651817666639879,-5.521597603702613,1.3194005630805827,335.69014084507046,249.96376972281448
B.1.311,20C,0.021464512700276394,0.007651817666639879,-2.826184219330662,1.3194005630805827,340.0504672897196,249.96376972281448
B.1.433,20C,0.02208981890813439,0.007651817666639879,-5.566617905719838,1.3194005630805827,342.90935672514615,249.96376972281448
B.1.497,20C,0.02211011112285896,0.007651817666639879,-10.715236261255768,1.3194005630805827,343.0,249.96376972281448
B.1.375,20C,0.022267857170413834,0.007651817666639879,-4.504101793920927,1.3194005630805827,343.7005703422053,249.96376972281448
B.1.588,20C,0.02678867569608317,0.007651817666639879,-5.777981953096617,1.3194005630805827,360.9972413793103,249.96376972281448
B.1.517,20C,0.028390753504306518,0.007651817666639879,-5.784641011234923,1.3194005630805827,366.1081814656844,249.96376972281448
B.1.568,20C,0.030395217848731206,0.007651817666639879,-7.432624801022223,1.3194005630805827,371.95480769230767,249.96376972281448
B.1.362,20C,0.03783916116633477,0.007651817666639879,-12.861693127619926,1.3194005630805827,389.94871794871796,249.96376972281448
B.1.575,20C,0.043616529970333336,0.007651817666639879,-11.352069985635948,1.3194005630805827,404.99363057324837,249.96376972281448
B.1.623,20C,0.052205721778039976,0.007651817666639879,-15.468029399318683,1.3194005630805827,420.5308219178083,249.96376972281448
B.1.575.1,20C,0.05668704109993272,0.007651817666639879,-24.992045021974334,1.3194005630805827,428.0,249.96376972281448
B.1.637,20C,0.06579356852482011,0.007651817666639879,-19.311560605417665,1.3194005630805827,443.19592760181,249.96376972281448
B.1.630,20C,0.09821816895111034,0.007651817666639879,-39.626049789055834,1.3194005630805827,517.3145161290322,249.96376972281448
B.1.626,20C,0.10076863549488772,0.007651817666639879,-40.986308755674756,1.3194005630805827,523.6166666666666,249.96376972281448
B.1.91,20A,-0.09555935294073478,0.010435270606816177,2.6756318301027773,0.41734082689292484,47.578947368421055,286.8953708124453
B.1.8,20A,-0.015532486757201746,0.010435270606816177,-0.05141959294694047,0.41734082689292484,88.0,286.8953708124453
