count,date,nextcladePangoLineage,nextstrainClade
2,2025-01-01,XEC.11.1,24F
1,2024-03-23,JN.1.32,24A
1,2024-07-15,NR.1,24C
1,2024-03-30,KU.2,24A
1,2024-07-13,MK.2,24C
4,2024-11-09,MC.13,24E
1,2024-11-23,XEC.22,24F
4,2024-06-19,LB.1.2,24A
2,2025-01-19,LF.7.2.1,24H
2,2024-02-20,JN.1.11,24A
1,2024-04-01,JN.10,23I
3,2025-01-20,XEK,recombinant
1,2024-07-14,LP.4,24B
1,2024-10-29,MC.10.1.2,24E
2,2024-04-18,JN.1.8,24A
13,2024-05-20,JN.1.13.1,24A
1,2024-05-25,KP.4.1.2,24B
1,2025-01-16,NL.4.1,24A
1,2024-04-10,JN.1.22,24A
3,2024-04-11,JN.1.22,24A
1,2024-06-30,KP.4.2.5,24B
1,2024-04-22,JN.1.47,24A
3,2025-02-14,MC.10.1.1,24E
3,2024-02-01,JN.1.64,24A
1,2024-03-19,LK.2,24A
3,2024-09-26,LF.7,24H
1,2024-03-22,JN.1.9.2,24A
2,2024-12-20,LB.1.3,24A
1,2024-05-23,JN.1.40,24A
1,2024-06-11,KP.3.2.1,24C
1,2024-10-05,KP.2.2.1,24B
1,2024-09-18,LB.1.2.3,24A
1,2024-07-10,LP.7,24B
1,2025-03-05,XEC.16,24F
6,2024-05-31,KP.3.5,24C
1,2024-02-05,JJ.1,23F
4,2024-04-16,JN.1.18,24A
1,2024-11-01,MC.14,24E
4,2024-04-20,JN.1.32,24A
4,2024-04-16,KP.2.3,24G
1,2025-01-07,LP.8.1.3,25A
1,2024-03-02,KQ.1,24A
3,2024-09-17,LF.3.1.1,24A
13,2024-05-27,KP.3.3,24C
12,2024-08-09,MC.24,24E
7,2024-01-31,JN.1.45,24A
1,2024-03-28,JN.1.18.2,24A
10,2024-06-11,LB.1,24A
1,2025-03-23,XEC.12,24F
4,2024-10-15,LP.1,24B
5,2024-10-21,KP.3.1,24C
3,2024-04-09,KP.2.3,24G
1,2024-08-11,LB.1.2,24A
2,2024-06-10,MG.1,24B
4,2024-11-02,MC.1,24E
1,2024-09-02,NM.1,24G
1,2024-02-04,JN.1.11.1,24B
1,2024-03-08,JN.1.4.8,24A
1,2024-03-30,JN.1.47,24A
3,2024-08-15,KP.1.1,24B
11,2025-02-05,XEC.2,24F
2,2024-10-21,JN.1.16.1,24A
1,2024-03-10,JN.1.9.2,24A
1,2024-11-25,LB.1.4.1,24A
1,2024-03-05,LK.1,24A
4,2025-02-03,NL.4,24A
1,2024-05-27,LP.1,24B
11,2024-06-23,KP.2.2,24B
1,2024-06-21,LE.1,24A
2,2024-05-25,LU.1,24A
1,2024-05-17,JN.1.7.4,24A
1,2024-04-05,JN.1.18.2,24A
1,2024-08-09,JN.1.39,24A
12,2024-01-13,JN.1.9,24A
7,2024-05-29,LF.3.1.1,24A
5,2024-02-21,JN.1.20,24A
1,2024-10-30,XEK,recombinant
2,2024-06-26,KW.1.1,24A
2,2024-04-07,KP.2.2,24B
2,2024-04-15,JN.1.7.2,24A
1,2024-05-10,KP.5,24B
3,2024-07-19,KS.1,24A
1,2024-05-06,KP.3.1.6,24C
1,2024-08-25,LF.7.1,24H
1,2024-05-06,JN.1.56,24A
1,2024-11-26,KP.2.15,24B
8,2024-04-11,KS.1,24A
3,2024-01-19,XEB,recombinant
1,2024-12-02,MC.13.2,24E
1,2024-03-21,JN.1.39.1,24A
1,2025-02-28,KP.3,24C
7,2024-05-20,KP.2.3,24G
1,2024-02-11,LF.4,24A
1,2025-01-23,NY.2,25A
1,2024-04-27,KP.3,24C
2,2025-03-06,LB.1.3.1,24A
22,2024-06-20,LB.1,24A
1,2025-01-09,LF.7.3,24H
1,2024-04-19,LE.1.2,24A
2,2024-04-21,KP.1.1.3,24B
19,2024-02-23,JN.1.7.5,24A
1,2025-02-23,KP.3.3.5,24C
1,2024-05-14,MG.2,24B
1,2024-10-11,MA.1.2,24A
10,2024-04-22,JN.1.7.5,24A
3,2024-08-31,LB.1.3.2,24A
5,2024-05-21,KS.1,24A
3,2024-06-22,KP.3.1.6,24C
5,2024-06-05,KP.3.2,24C
2,2024-02-16,JN.1.37,24A
1,2025-02-13,MC.23,24E
2,2024-08-06,XEH,recombinant
2,2024-07-16,NM.1,24G
1,2024-09-17,MV.2,24A
1,2024-03-12,JN.1.2,24A
3,2024-01-15,XDA,recombinant
3,2024-12-05,LP.8.1,25A
23,2024-09-30,KP.2.3,24G
1,2024-04-07,KP.3.4,24C
3,2024-05-16,LB.1.3,24A
1,2024-05-25,KP.3.5,24C
2,2024-01-21,KT.1.1,23E
1,2024-04-09,JN.1.58,24A
1,2024-11-24,XEC.13,24F
1,2024-01-28,JN.1.42.1,24A
1,2024-04-15,JN.1.4.2,24A
7,2024-10-10,MC.28,24E
1,2024-09-09,MK.3,24C
1,2024-04-19,LF.3,24A
1,2024-09-19,MC.27,24E
73,2024-03-28,JN.1,24A
1,2024-07-30,JN.1.13.1,24A
1,2024-04-02,LB.1.7,24A
7,2024-07-23,LB.1.7.1,24A
3,2024-01-06,JG.3.1,23F
1,2024-05-14,LB.1.3.1,24A
1,2024-04-08,LF.4,24A
1,2024-04-20,LB.1,24A
1,2024-03-05,JN.1.47.2,24A
1,2024-03-05,JN.1.3,24A
1,2024-09-27,LP.7,24B
1,2024-04-02,KW.1.1,24A
3,2024-06-02,JN.1.48.3,24A
1,2024-02-29,JN.1.47.2,24A
2,2024-11-06,JN.1.16,24A
2,2024-07-11,MU.1,24B
1,2024-04-11,XBB.1.16.6,23B
2,2024-09-09,MC.14,24E
2,2024-08-15,KP.2.15,24B
1,2024-02-13,JN.2.5,23I
14,2024-01-10,JN.1.46,24A
1,2024-05-31,KP.2.15,24B
12,2024-08-21,MC.11,24E
1,2024-02-29,JN.1.58.3,24A
1,2024-05-03,KP.3.1.4,24C
1,2024-03-29,KP.1,24B
1,2024-03-29,JN.1.16.3,24A
5,2024-04-15,JN.1.16,24A
1,2024-05-15,JN.1.32,24A
1,2024-04-02,KP.1.1,24B
1,2024-08-06,JN.1.39,24A
1,2024-10-03,LF.7.2.1,24H
1,2024-04-05,JN.1.16.3,24A
5,2024-11-14,MC.34,24E
9,2024-06-04,KS.1,24A
2,2024-06-26,JN.1.11.1,24B
1,2024-05-17,KS.1.3,24A
1,2024-02-05,HV.1.6,23F
3,2024-05-22,KP.5,24B
1,2024-08-21,KP.2.6,24B
2,2024-04-23,JN.1.16.1,24A
2,2024-04-25,LH.2,24A
6,2024-04-22,KP.3,24C
1,2024-08-29,LB.1.4,24A
2,2024-04-25,KU.2.1,24A
3,2024-04-23,KP.2.10,24B
1,2025-01-09,XEV,recombinant
3,2024-09-23,LB.1,24A
8,2024-04-25,KS.1,24A
2,2024-08-04,LB.1.4.3,24A
21,2024-08-04,KP.3.1,24C
3,2024-03-02,JN.1.4.2,24A
2,2024-01-05,HK.3.1,23H
2,2024-04-14,KW.1.1,24A
3,2024-05-10,KP.3.1.4,24C
4,2024-09-25,MC.6,24E
1,2024-06-23,LE.1.3.1,24A
1,2024-04-15,JN.1.18.4,24A
1,2024-03-11,JN.1.4.7,24A
2,2024-07-24,KP.3.1.3,24C
4,2024-01-20,JN.1.8,24A
4,2024-08-02,LF.3.1.1,24A
1,2024-04-28,LB.1.7,24A
6,2024-04-26,KP.1.1,24B
1,2024-09-03,MC.1.5,24E
2,2024-06-10,MC.16,24E
1,2024-04-13,JN.1.4.7,24A
2,2025-01-05,PA.1,24E
1,2025-02-21,LP.8.1.6,25A
2,2024-06-23,LB.1.2,24A
1,2024-04-26,JN.1.4.3,24A
1,2024-04-04,JN.1.16,24A
2,2024-04-18,KY.1,24A
1,2024-10-11,MU.1,24B
11,2024-07-02,KP.3.3.3,24C
1,2024-09-26,XEN,recombinant
1,2024-09-11,LB.1.2.1,24A
2,2025-01-12,MC.21.1,24E
1,2024-03-25,KP.1.1,24B
4,2024-04-18,JN.1.32,24A
1,2024-07-31,JN.1.18.2,24A
3,2024-08-12,KP.3.2.1,24C
1,2024-02-09,JN.2,23I
1,2024-05-01,LF.3.1.2,24A
3,2024-05-01,LF.3.1.1,24A
4,2024-10-23,MC.17,24E
2,2024-11-20,MC.8.1,24E
30,2024-03-05,JN.1.7,24A
20,2024-04-26,JN.1.7,24A
4,2024-12-09,MC.10,24E
1,2024-08-04,LF.9.1,24A
27,2024-03-19,JN.1.8.1,24A
1,2024-03-05,JN.1.22,24A
1,2024-11-15,LB.1.3,24A
1,2024-03-13,JN.1.4.6,24A
8,2024-06-09,LB.1.3,24A
1,2025-01-31,NY.5,25A
1,2024-07-27,KP.2.3.7,24G
6,2024-06-08,KP.3,24C
2,2024-08-05,KP.2.3.5,24G
2,2024-04-02,JN.1.4.6,24A
2,2024-03-19,LZ.5,24A
5,2024-08-14,JN.1.11.1,24B
1,2024-05-29,JN.1.46,24A
3,2024-04-30,KP.3.2.3,24C
13,2024-06-30,KP.3.2.3,24C
2,2025-01-19,XEN,recombinant
1,2024-06-19,LP.4,24B
1,2024-10-14,XEC.9,24F
2,2024-07-24,JN.1.16.3,24A
1,2024-02-20,JN.1.30.1,24A
2,2024-02-14,JN.1.47.2,24A
1,2025-02-06,LF.7.3,24H
1,2024-03-12,NS.1,24A
1,2024-03-25,JN.1.22,24A
16,2024-05-31,LB.1,24A
1,2024-06-02,JN.1.39.1,24A
1,2024-04-02,JN.1.48.2,24A
1,2024-05-09,KR.1.1,24A
1,2024-09-19,KP.2.15.1,24B
1,2024-08-09,LP.1.2.1,24B
2,2024-04-15,KW.1,24A
5,2025-01-20,XEC.11.1,24F
1,2024-05-03,ML.2,24C
2,2024-04-22,LL.1,24A
5,2024-08-07,KP.3.1.4,24C
1,2024-06-11,JN.1.22,24A
1,2024-12-04,LF.7,24H
16,2024-07-15,KP.3,24C
7,2024-02-07,JN.1.7.2,24A
2,2024-04-23,JN.1.46,24A
9,2024-02-13,KQ.1,24A
2,2024-06-25,KP.3.2.4,24C
2,2024-12-07,NL.4,24A
5,2024-07-26,NR.1,24C
1,2024-09-24,LF.4.1,24A
1,2024-07-24,KP.2.3.5,24G
1,2025-01-28,KP.3.1.9,24C
1,2024-03-08,JD.1.1,23A
2,2024-05-20,MD.1.1,24A
1,2024-04-23,KP.2.7,24B
1,2024-04-27,KP.3.1.6,24C
2,2024-04-28,KP.3.1.4,24C
3,2024-10-11,MC.27,24E
2,2024-06-27,KQ.1,24A
3,2024-12-13,MC.34,24E
1,2024-01-22,BA.1.1,21K
1,2024-07-14,KW.1.1.1,24A
2,2024-01-22,JN.1.43.1,24A
1,2025-02-20,MC.10,24E
2,2024-07-07,MH.1,24A
3,2024-04-28,KP.3.1,24C
1,2024-03-25,KP.4.2,24B
1,2024-07-27,LW.1,24C
14,2024-06-07,KP.3.2.3,24C
2,2024-06-27,LB.1.5,24A
2,2024-10-01,XEC.13,24F
4,2024-06-03,LF.1,24A
2,2024-03-06,KP.2.3,24G
2,2024-05-03,JN.1.16.1,24A
1,2024-03-18,JN.1.47,24A
1,2024-02-02,KR.1,24A
2,2024-09-08,KP.3.3.7,24C
6,2024-08-27,KP.2.19,24B
2,2024-10-19,KP.3.2.3,24C
2,2024-07-08,KP.5,24B
4,2024-09-29,MC.11,24E
1,2024-09-11,KS.1,24A
1,2024-08-04,KP.2.3.15,24G
1,2024-05-17,KP.4,24B
1,2024-12-06,MC.18,24E
2,2024-12-30,MC.13,24E
4,2024-04-20,JN.1.4,24A
4,2024-12-28,XEC.2.1,24F
1,2024-04-18,KP.4,24B
1,2024-04-19,KP.4,24B
1,2024-04-21,KP.3.3,24C
2,2024-05-16,KP.3.4.1,24C
3,2024-08-31,KP.3,24C
2,2024-06-30,KP.3.1.6,24C
1,2024-07-26,MC.11.1,24E
1,2024-03-20,JN.1.38,24A
1,2024-06-17,LE.1.1,24A
1,2024-03-21,JN.1.22,24A
10,2024-09-09,MC.2,24E
2,2024-08-06,LB.1.2.1,24A
1,2024-10-29,LF.7.2.1,24H
2,2024-05-24,KR.1,24A
1,2024-03-22,KP.2.2,24B
2,2024-05-21,LF.1,24A
3,2024-05-02,KS.1,24A
2,2024-03-25,KP.2.3,24G
1,2025-01-24,MC.16,24E
1,2024-03-09,JN.1.17,24A
1,2024-06-14,JN.1.1.8,24A
2,2024-03-16,JN.1.16.1,24A
1,2024-09-09,KP.4.2,24B
1,2024-05-30,MC.24,24E
1,2024-05-21,MF.1,24A
1,2024-04-19,JN.1.38.1,24A
1,2024-04-21,LB.1.7.3,24A
6,2024-04-22,KP.1.1.1,24B
3,2024-07-09,MU.1,24B
3,2024-04-23,JN.1.7.5,24A
2,2024-01-04,EG.5.1.6,23F
1,2024-04-12,LB.1.7,24A
3,2024-04-23,KP.1.1.1,24B
1,2024-12-16,XEC.14,24F
2,2024-09-16,LB.1.4,24A
2,2024-06-22,JN.1.23,24A
1,2024-09-09,LF.7.2.1,24H
1,2024-06-09,LW.1,24C
1,2024-01-05,GJ.1.2,23E
13,2024-04-25,JN.1.4,24A
1,2024-04-30,JN.1.4.5,24A
1,2024-11-25,XEC.6,24F
1,2024-06-16,MB.1.1.2,24A
1,2024-01-19,FY.5.1.1,22F
1,2024-08-19,KP.2.25.2,24B
1,2024-08-07,ME.1,24A
1,2024-08-22,NL.2,24A
2,2024-06-08,LZ.1.1,24A
2,2024-07-26,LY.1,24A
1,2024-05-15,LK.1,24A
1,2024-03-08,JN.13,23I
1,2024-04-08,LB.1.3,24A
1,2024-05-30,KP.4.2,24B
2,2024-01-03,JC.5,22F
3,2025-02-19,NY.3,25A
1,2024-06-14,KP.5,24B
1,2024-04-28,KP.4.1,24B
1,2024-09-30,LA.1,24A
1,2024-04-13,KW.1,24A
1,2024-04-18,JN.1.5,24A
1,2024-10-11,MC.10.2,24E
2,2025-01-01,NL.5.1,24A
1,2024-04-21,LF.4,24A
13,2024-01-10,JN.1.42,24A
3,2024-04-24,KW.1.1,24A
1,2024-04-05,KP.1.1,24B
2,2024-09-29,XDY,recombinant
4,2024-04-25,JN.1.16.1,24A
1,2025-03-10,MC.16,24E
83,2025-01-23,XEC,24F
1,2024-04-25,LE.1.2,24A
3,2024-01-02,EG.5.1.6,23F
7,2024-04-29,JN.1.4,24A
8,2024-04-12,KQ.1,24A
3,2024-04-30,JN.1.32,24A
1,2024-08-26,ML.2,24C
2,2024-06-17,NR.1,24C
1,2024-04-27,JN.1.18.4,24A
1,2024-04-14,LA.2,24A
1,2025-01-12,NY.8,25A
1,2024-10-13,MB.1.1.2,24A
1,2024-01-01,XDJ,recombinant
1,2024-11-22,NL.5.1,24A
1,2024-02-17,KZ.1,24A
1,2024-01-16,JN.3.3,23I
3,2024-11-20,KP.2.3,24G
7,2024-08-21,KP.3.3.3,24C
3,2024-07-09,MC.13.1,24E
3,2024-04-27,KQ.1,24A
2,2025-01-13,MC.33.1,24E
1,2025-02-17,NL.5,24A
1,2024-05-28,LY.1,24A
3,2024-04-28,KP.3.2.3,24C
3,2024-07-19,KP.2.3.6,24G
6,2024-04-30,JN.1.8.1,24A
1,2024-03-16,JN.1.5,24A
3,2024-06-04,XDV.1,24D
1,2024-07-26,MF.1,24A
3,2024-08-28,MC.9,24E
1,2024-04-12,JN.1.45,24A
4,2024-04-09,JN.1.32,24A
1,2024-05-19,KP.4.1,24B
2,2024-10-02,XEF,recombinant
3,2024-05-19,KP.3.2.4,24C
1,2024-12-08,MC.13.2,24E
9,2024-08-14,MC.28,24E
2,2024-05-23,LY.2,24A
1,2024-12-25,KP.3.2.8,24C
4,2024-08-15,LB.1.3.5,24A
1,2024-12-27,LP.8.1.8,25A
2,2024-12-31,MC.10.2,24E
1,2024-07-07,KP.4.1.3,24B
2,2024-11-28,LP.8.1,25A
9,2024-05-26,KP.3.3,24C
2,2024-06-15,KP.3.2.4,24C
3,2025-03-24,MC.28.1.1,24E
2,2024-08-30,NJ.1,24A
12,2024-05-01,JN.1.7.5,24A
1,2024-01-23,JN.1.4.1,24A
3,2025-02-04,MC.2,24E
1,2024-03-28,KP.1,24B
1,2024-09-21,LB.1.2.3,24A
3,2024-02-23,JN.1.4.8,24A
1,2024-12-08,KP.1.1.3,24B
1,2024-03-11,JN.1.30,24A
1,2024-01-29,BA.1.1,21K
4,2024-06-25,KP.3.1.6,24C
1,2024-10-15,LF.9,24A
1,2024-11-09,MC.1.3.1,24E
4,2024-02-24,KP.1,24B
11,2024-05-04,JN.1.4,24A
1,2024-01-05,JN.1.49,24A
1,2024-08-17,MB.1.1.1,24A
1,2024-08-04,KP.3.2.9,24C
1,2024-12-25,XEK.4,recombinant
1,2024-05-03,LE.1.3,24A
1,2024-01-06,XBB.1.16.26,23B
2,2024-11-28,XEC.15,24F
2,2024-09-03,MU.2,24B
1,2024-04-19,JN.1.48.1,24A
12,2024-06-23,KP.3.1,24C
1,2024-09-19,MU.1,24B
3,2025-01-18,XEC.4.1,24F
1,2024-07-28,MC.2,24E
1,2025-02-19,NY.8,25A
1,2024-06-17,KP.3.3.1,24C
2,2025-01-06,LP.8.1.4,25A
18,2024-08-09,KP.3.1,24C
6,2024-05-24,KP.3.2.3,24C
4,2024-05-05,KS.1,24A
4,2024-02-15,XDP,recombinant
1,2024-12-15,XES,recombinant
3,2024-05-05,KW.1.1,24A
4,2024-08-21,XDY,recombinant
1,2024-03-03,JN.1.8.3,24A
6,2024-01-09,JN.1.38,24A
1,2024-06-04,JN.1.20,24A
2,2024-05-28,LB.1.7.1,24A
1,2024-04-03,JN.1.5,24A
1,2024-02-08,JN.1.8.2,24A
1,2024-05-17,KP.2.14,24B
1,2024-09-15,LZ.2.1.2,24A
2,2025-01-27,MC.33.1,24E
1,2024-03-22,KP.4.1,24B
5,2024-10-09,MC.11,24E
1,2025-03-01,KP.2.10,24B
1,2024-04-27,LE.1.2,24A
1,2024-03-23,JN.1.4.3,24A
2,2024-03-20,JN.1.34,24A
1,2024-03-21,JN.1.30,24A
1,2024-07-06,JN.1.4.6,24A
3,2024-12-04,LB.1,24A
2,2024-01-27,JN.1.38,24A
1,2024-04-03,KU.2.1,24A
36,2024-03-23,JN.1,24A
2,2024-12-08,XEC.12,24F
3,2024-11-26,LF.7.1,24H
3,2024-03-29,KS.1,24A
33,2024-12-05,KP.3.1.1,24E
1,2024-04-01,JN.1.48.2,24A
2,2024-07-09,JN.1.7.4,24A
1,2024-04-06,KP.3.4,24C
2,2024-03-02,XDK,recombinant
1,2024-01-09,JN.1.53.1,24A
2,2024-03-22,JN.1.42,24A
1,2024-04-11,KR.1,24A
3,2024-07-29,LB.1.7.2,24A
1,2024-02-10,JN.1.9.1,24A
1,2024-09-17,NL.4,24A
1,2024-03-09,KP.2,24B
2,2024-02-28,JN.1.4.7,24A
1,2024-12-02,XEC.4,24F
1,2025-03-18,XEC.4,24F
1,2024-04-13,JN.1.36,24A
2,2024-12-19,XFC,recombinant
1,2024-05-23,KR.1,24A
23,2024-02-19,KV.2,24A
1,2024-09-19,KP.3.3.8,24C
4,2024-07-12,KP.4.1.3,24B
5,2025-01-17,MC.10.1,24E
12,2024-06-21,KP.3.3.3,24C
4,2024-07-29,MC.35,24E
1,2024-09-13,KP.2.3.3,24G
4,2024-08-12,MW.1,24G
7,2024-06-04,JN.1.67.1,24A
2,2024-04-30,KP.1.1,24B
1,2024-11-05,XES,recombinant
1,2024-10-25,MC.2,24E
18,2024-12-16,MC.1,24E
3,2024-08-01,LB.1.4.1,24A
2,2025-02-04,XEC.22,24F
1,2024-04-08,KP.2.13,24B
5,2024-05-08,KP.1.1.1,24B
20,2024-05-08,KP.2,24B
2,2024-06-20,MG.2,24B
1,2024-10-15,LB.1.7.2,24A
11,2024-01-29,JN.1.19,24A
1,2024-03-11,JN.1.45,24A
1,2024-12-01,XEC.15,24F
1,2024-07-06,JN.1.48.3,24A
5,2024-05-08,LB.1.7,24A
2,2024-04-15,HV.1,23F
1,2024-05-29,XDZ,recombinant
1,2024-10-08,MU.5,24B
2,2024-07-20,LB.1.2,24A
6,2024-05-11,LB.1.7,24A
5,2024-05-13,LB.1.7,24A
3,2024-05-08,KP.3.2.3,24C
13,2024-01-12,JN.1.43,24A
8,2024-05-07,KP.3.1,24C
2,2025-01-03,LP.8.1.3,25A
2,2024-09-27,MC.10.1,24E
1,2024-05-10,JN.1.18.4,24A
1,2024-07-09,JN.1.4.6,24A
3,2024-02-21,JC.5.1,22F
4,2024-05-08,JN.1.4.6,24A
6,2024-05-08,LB.1,24A
1,2024-05-06,JN.1.1.3,24A
2,2024-05-06,KS.1,24A
7,2024-04-22,JN.1.32,24A
1,2024-10-23,KP.2.3.8,24G
2,2024-01-17,XDK,recombinant
2,2024-05-07,KP.1,24B
1,2024-09-22,JN.1.7.4,24A
1,2024-08-28,KP.3.1.10,24C
1,2024-02-15,JN.1.67,24A
2,2024-05-25,KP.3,24C
3,2024-09-27,LB.1.2.2,24A
4,2024-09-08,KP.2.15,24B
1,2024-10-20,XEF,recombinant
2,2024-01-25,JN.1.68,24A
1,2024-09-16,KP.2.28,24B
2,2024-10-29,MC.10.1,24E
4,2025-01-02,MC.24,24E
1,2024-04-11,JN.1.4.8,24A
1,2024-04-06,KW.1,24A
1,2025-01-31,XEC.4,24F
2,2024-05-05,KV.2,24A
1,2024-01-02,XBB.1.9.1,23D
1,2024-12-09,LP.9,24B
1,2024-01-26,JD.1.1.3,23A
2,2024-10-20,KP.3.3.2,24C
2,2024-05-13,KW.1,24A
10,2024-10-08,MC.13,24E
1,2024-08-10,KP.3.3.7,24C
1,2024-03-23,JN.1.30,24A
9,2024-05-12,KP.2,24B
2,2025-01-03,MC.26.1,24E
2,2024-07-05,KW.1.1,24A
7,2024-10-24,MC.24,24E
1,2024-12-08,JN.1.16,24A
6,2024-05-10,JN.1.16.1,24A
7,2024-05-15,JN.1.8.1,24A
1,2024-06-10,MC.11,24E
2,2024-04-21,KP.4.1,24B
2,2024-05-09,KP.2.20,24B
1,2024-03-04,JN.1.5,24A
5,2024-05-13,JN.1.7.5,24A
2,2024-12-09,MC.1.3,24E
1,2024-04-13,KV.2,24A
3,2025-01-13,MC.2,24E
10,2024-06-29,KP.3.2.3,24C
2,2024-05-02,JN.1.18.3,24A
1,2024-04-29,KP.2.15,24B
1,2025-02-08,LF.7.6.1,24H
2,2024-05-02,LH.2,24A
1,2024-08-20,XEH,recombinant
1,2025-01-26,XEK.6,recombinant
1,2024-06-19,JN.1.42.2,24A
1,2024-06-02,JN.1.4.6,24A
4,2024-11-06,MC.34,24E
8,2024-08-14,KP.2.19,24B
2,2024-04-28,KP.1.1,24B
1,2024-01-04,JN.1.10,24A
1,2024-04-16,JN.1.4.3,24A
1,2024-12-22,MC.37,24E
4,2024-12-08,MC.10.1.1,24E
2,2024-07-13,MC.6,24E
1,2024-07-29,LP.11,24B
2,2025-02-10,MC.34,24E
1,2024-12-12,KP.3.2.5,24C
2,2024-05-01,KP.2.5,24B
1,2024-08-26,MC.4,24E
2,2024-08-20,XDY,recombinant
1,2024-03-15,JN.1.8.2,24A
1,2024-05-07,KP.3.1.6,24C
1,2024-12-27,LP.8.1.3,25A
3,2024-05-06,JN.1.7.2,24A
1,2024-04-01,JN.1.4.4,24A
1,2024-02-29,XEB,recombinant
2,2024-09-04,XDY,recombinant
2,2024-05-20,LL.1,24A
1,2024-05-10,LF.4,24A
1,2024-05-08,JN.1.28,24A
1,2024-10-31,MC.1.5,24E
3,2024-08-26,LF.9,24A
2,2025-02-11,XEC.24,24F
2,2024-05-01,KQ.1,24A
2,2024-02-20,HK.3.11,23H
58,2024-10-20,KP.3.1.1,24E
1,2024-01-26,JN.1.51,24A
2,2024-05-08,KP.3.1.6,24C
3,2024-05-09,KP.3.2.3,24C
3,2024-06-08,JN.1.13.1,24A
18,2025-02-22,LP.8.1,25A
1,2024-08-11,XEE,recombinant
1,2024-04-30,LB.1.3,24A
1,2025-01-13,XEC.2.2,24F
1,2024-05-11,JN.1.7.2,24A
1,2024-03-13,JN.1.46,24A
1,2024-03-12,LK.2,24A
3,2025-02-21,MC.1,24E
1,2024-05-15,XDP.1,recombinant
1,2024-04-01,LF.4,24A
1,2024-04-25,KP.4.1,24B
1,2024-04-01,JN.1.47,24A
5,2024-08-10,LB.1.2,24A
3,2024-11-18,MC.1.3,24E
1,2024-01-26,JN.1.44,24A
59,2024-11-12,KP.3.1.1,24E
2,2024-06-19,JN.1.32,24A
1,2024-10-07,NA.1,24A
1,2024-12-05,KP.2.3,24G
4,2024-05-07,KP.3.1.4,24C
1,2024-07-14,JN.1.50,24A
2,2024-05-08,LB.1.3,24A
16,2025-01-08,LP.8.1.1,25A
8,2024-07-30,LB.1.3.5,24A
3,2024-06-21,KP.2.3.3,24G
1,2024-05-10,KP.1.2,24B
1,2024-04-01,JN.1.7.2,24A
2,2024-03-16,JN.1.39,24A
1,2025-01-26,LF.7.3,24H
1,2024-06-05,NM.1,24G
1,2024-06-15,MU.2,24B
1,2024-10-10,MC.27,24E
6,2024-02-21,JN.1.7.2,24A
4,2024-01-14,JN.1.4.7,24A
6,2024-02-06,JN.1.38,24A
2,2025-01-19,XEQ,recombinant
3,2024-04-28,KP.3.2,24C
3,2024-11-05,KP.2.3,24G
1,2024-04-26,KP.2.16,24B
1,2024-09-25,KP.2.3.4,24G
1,2024-09-18,NP.2,24C
1,2024-08-12,XDY,recombinant
1,2024-04-30,JN.1.34,24A
19,2024-09-12,KP.1.1.3,24B
3,2024-05-08,KP.3.2,24C
20,2025-01-07,XEC.2,24F
13,2024-07-01,KP.1.1,24B
1,2024-03-15,HK.20.1,23F
1,2024-06-05,JN.1.48.1,24A
1,2024-04-10,KP.3.1.4,24C
3,2024-09-09,KS.1.1.2,24A
2,2024-10-08,LB.1.2.1,24A
2,2024-04-28,JN.1.4,24A
4,2024-07-06,MU.2,24B
2,2024-04-15,KP.2.2,24B
1,2024-10-05,KP.1.1.1,24B
2,2024-01-12,JN.1.68,24A
2,2024-04-11,KW.1.1,24A
7,2025-02-12,XEC.4.1,24F
7,2024-08-27,LB.1.3.2,24A
1,2024-03-10,XDD,recombinant
2,2024-10-02,LB.1.7,24A
1,2024-05-18,KP.3.2.3,24C
1,2024-11-20,LB.1.8,24A
4,2024-10-14,KP.3.3,24C
12,2024-05-16,JN.1,24A
1,2024-05-29,JN.1.48.3,24A
1,2024-01-29,JQ.1,23I
1,2024-05-27,XDV.1.11,24D
4,2024-05-12,KP.1.1.3,24B
1,2024-12-22,KP.3.3,24C
5,2024-06-06,LP.1,24B
1,2024-02-13,BA.2,21L
1,2024-05-11,KP.2.20,24B
1,2024-12-27,MC.13.4,24E
1,2024-09-09,KP.3.2.1,24C
5,2024-05-08,KQ.1,24A
10,2024-01-27,JN.1.39,24A
2,2024-09-08,NN.1.1,24G
1,2025-02-16,KP.3.3.2,24C
4,2024-05-10,LB.1.3,24A
3,2024-07-08,MC.28,24E
3,2024-05-10,JN.1.18.3,24A
3,2024-11-28,MC.24,24E
1,2024-06-12,KP.3.2.4,24C
4,2024-05-15,LP.1,24B
3,2024-05-12,KP.1.1.1,24B
6,2024-07-03,KP.2.3.8,24G
2,2024-05-14,LF.1,24A
4,2024-05-10,KP.1.1,24B
1,2024-09-10,JN.1.1.3,24A
4,2024-02-10,JN.1.5,24A
1,2024-05-23,XDK.3,recombinant
1,2024-05-14,KP.2.25.3,24B
8,2024-03-27,JN.1.7.5,24A
1,2024-05-15,KP.1.1.4,24B
1,2024-05-07,KP.2.4,24B
2,2024-06-08,LB.1.7.1,24A
2,2024-08-27,XEC.9,24F
3,2024-05-16,LQ.1.1,24A
6,2024-01-06,XBB.1.16.6,23B
4,2024-03-04,JN.1.4.3,24A
5,2024-05-14,LB.1.7,24A
16,2024-05-20,KP.1.1,24B
1,2024-02-09,JN.1.11,24A
