n_samples,n_variants,new_var_rate,n_days,gr_mse_mean_BFGS,gr_mse_mean_stepwiseBFGS,lif_mse_mean_BFGS,lif_mse_mean_stepwiseBFGS,gr_mse_std_BFGS,gr_mse_std_stepwiseBFGS,lif_mse_std_BFGS,lif_mse_std_stepwiseBFGS
1000,10,0.07142857142857142,180,0.0013434665407228584,0.0013434665407228584,34.870234080707256,34.870234080707256,0.002588428338064218,0.002588428338064218,73.7472395048876,73.7472395048876
1000,20,0.07142857142857142,360,0.0005786945136914001,0.000578724632355349,50.04245945509324,50.045848685668304,0.0006883471774317369,0.0006884044520704921,100.1950091812519,100.20230701234064
1000,50,0.07142857142857142,900,0.00012824958963667923,0.00012826656274293424,16.82662771022263,16.82928048456601,6.236145765068283e-05,6.235454806598838e-05,7.1640034518455735,7.159413703648063
1000,100,0.07142857142857142,1800,0.00020719815882875174,0.00020727533342446437,174.27087959902832,174.56128219253654,7.230514585680719e-05,7.267379545040054e-05,130.04496915517686,131.16229485017655
1000,200,0.07142857142857142,3600,0.003999884094643501,0.0032526382227149953,12115.386773135946,9486.919315884868,0.006714980492790678,0.006905473228043374,20470.181586038896,20306.136044447623
1000,500,0.07142857142857142,9000,0.0041072970200922345,0.003117156607948257,68150.65954819776,52856.96392644005,0.006607046380412125,0.006614015285462968,113071.56924452724,112718.9393716614
1000,1000,0.07142857142857142,18000,0.007996982852642377,0.0071815616071853935,558838.1127484876,499565.7473914301,0.009288741278418467,0.009629128464753327,650529.4508138233,669850.7507547793
