method,gr_mse,gr_mse_reduced,lif_mse,lif_mse_reduced,n_samples,n_variants_requested,n_variants_real,mean_entropy,new_var_rate,n_days
stepwiseBFGS,0.00645353872854656,0.0055794158135894605,1516.4110708605351,1197.8175380455154,100,50,47,0.6552727832016424,0.07142857142857142,836
stepwiseBFGS,0.008387516845626962,0.01009601249700386,1071.9391725753806,1519.1254112340075,100,50,44,0.6817799702301937,0.07142857142857142,900
stepwiseBFGS,0.013096723614643644,0.011246248222200994,1342.1739829151281,1451.8985811401124,100,50,45,0.5908252351367977,0.07142857142857142,830
stepwiseBFGS,0.0046395846214529616,0.0029465976152187106,1195.1313554045178,785.1169595652127,100,50,47,0.6804979456698542,0.07142857142857142,908
stepwiseBFGS,0.015275450119093799,0.007624690037391064,4404.348884823174,2327.3723423042443,100,50,43,0.4240617489733097,0.07142857142857142,968
stepwiseBFGS,0.02311100282939219,0.018020975304479322,2490.7834184978838,2422.5736566078576,100,50,43,0.5545189782574687,0.07142857142857142,872
stepwiseBFGS,0.0111497604964741,0.008575754137934785,1894.3944743909126,1783.7370954320584,100,50,47,0.6042801018309588,0.07142857142857142,857
stepwiseBFGS,0.009063861564444005,0.008743343266927625,1015.073712588473,981.1279305320082,100,50,44,0.5017172011496097,0.07142857142857142,920
stepwiseBFGS,0.019712147144894148,0.012118205035679584,1314.7211517749677,641.6566114830688,100,50,42,0.6167782081639369,0.07142857142857142,750
BFGS,0.00903727237473769,0.001942171603925966,2143.4638305600965,330.8476945756493,200,50,49,0.5788758733203936,0.07142857142857142,943
BFGS,0.0077916980955650824,0.010556371441341488,1416.333511749049,1749.7483966903615,200,50,47,0.6554291045804768,0.07142857142857142,836
BFGS,0.009994832948290738,0.008158884965231365,984.6598809598297,793.0645334516859,200,50,47,0.6821827308075618,0.07142857142857142,900
BFGS,0.012310567870722622,0.008789019766966675,1237.9743423959544,992.527288734652,200,50,45,0.5908679753957659,0.07142857142857142,830
BFGS,0.00020887408541444207,1.8283496550982313e-05,36.76606397163934,3.5663119542089055,200,50,50,0.6807280464311902,0.07142857142857142,908
BFGS,0.011328027550516527,0.004075574535364047,3710.209186953034,1362.1036958604627,200,50,45,0.42420712947080613,0.07142857142857142,968
BFGS,0.008558193486877815,0.012891050004190371,1273.977265376067,1944.6903819780819,200,50,44,0.5547242049460942,0.07142857142857142,872
BFGS,0.011001348536750857,0.011370476513509007,2266.8048147980303,2294.8870487174313,200,50,47,0.60428740841283,0.07142857142857142,857
BFGS,0.017681179654550166,0.011264805180154911,2124.924932375703,1534.3757265548363,200,50,49,0.5021361905982916,0.07142857142857142,920
BFGS,0.0165818558289299,0.011136952613276827,1368.2235498751725,588.2551416438712,200,50,47,0.6175793216981648,0.07142857142857142,750
stepwiseBFGS,0.009036750812926436,0.0019421670530152145,2143.3459196182594,330.8461864233023,200,50,49,0.5788758733203936,0.07142857142857142,943
stepwiseBFGS,0.007791975976869577,0.010556677443978977,1416.2804518769165,1749.821152654778,200,50,47,0.6554291045804768,0.07142857142857142,836
stepwiseBFGS,0.009995081218383557,0.008158935201372904,984.7042081735009,793.0905768742939,200,50,47,0.6821827308075618,0.07142857142857142,900
stepwiseBFGS,0.012306769726763055,0.00878910116454817,1237.5958190909116,992.530210719892,200,50,45,0.5908679753957659,0.07142857142857142,830
stepwiseBFGS,0.00020898204826561964,1.8274294129263725e-05,36.79256738593879,3.5646324295443006,200,50,50,0.6807280464311902,0.07142857142857142,908
stepwiseBFGS,0.011328846129122952,0.004075582158201644,3710.5502007592877,1362.1072598454327,200,50,45,0.42420712947080613,0.07142857142857142,968
stepwiseBFGS,0.008558142641886472,0.012891053051750747,1273.9746852845426,1944.6920081543446,200,50,44,0.5547242049460942,0.07142857142857142,872
stepwiseBFGS,0.011001204255899203,0.011370334477759413,2266.939711336738,2294.8829244415006,200,50,47,0.60428740841283,0.07142857142857142,857
