n_variants,gr_bfgs,gr_stepwise_bfgs,gr_evofr,lif_bfgs,lif_stepwise_bfgs,lif_evofr
10,0.00017576578904968983,0.00017576578904968983,0.00984552194163795,0.9334609335005177,0.9334609335005177,15.616685190107562
20,0.00041855611915502677,0.00041855529517939686,0.0013339843172313901,3.028805222526,3.0288136994835555,18.334265075206954
50,0.00020421134923596473,0.00020420411927346587,0.004422890933804808,16.495598812637052,16.498568980733538,1108.0625750164354
100,0.00020180883658464286,0.00020180717394502535,0.0020590676889741637,73.69104636261164,73.62631619327014,1225.601607569696
200,0.016065702162622104,0.015605748230591812,0.017901336219925658,48795.73859984693,45814.42001188269,53467.555812660474
500,0.001232627227283114,0.0004998266813812191,0.001238477200302177,7559.877850528955,6340.703299442385,7450.192569189346
1000,0.0011803531777092081,0.00018989386982553824,0.14123188332606867,14579.119967161796,3047.951013463982,14631.94160731652
