method,gr_mse,gr_mse_reduced,lif_mse,lif_mse_reduced,n_samples,n_variants_requested,n_variants_real,mean_entropy,new_var_rate,n_days
stepwiseBFGS,0.00019518147334981407,3.571883089642934e-06,508.9049466624423,18.22567929083817,1000,200,200,0.5781776309833179,0.07142857142857142,2948
stepwiseBFGS,0.00014468202493588176,6.209845895419858e-06,278.0606792225034,17.161819446779973,1000,200,200,0.7232411134320074,0.07142857142857142,2989
stepwiseBFGS,0.000202754548700381,4.790715965917388e-06,445.7359355949781,9.832072344884752,1000,200,200,0.6164308540930971,0.07142857142857142,3051
stepwiseBFGS,0.00011546523259959115,5.363497670808746e-06,392.6233284209218,24.399036351738253,1000,200,200,0.5899875892149486,0.07142857142857142,3243
BFGS,0.0010994978041903144,0.0029426692693988177,17594.181315586193,44392.73622366679,1000,500,500,0.6706972133479709,0.07142857142857142,6944
BFGS,0.0012876369128333911,0.0033820441060694643,17656.08179386687,50059.37468210047,1000,500,500,0.6032344431594393,0.07142857142857142,6862
BFGS,0.0010543763962050717,0.0026684068099967337,17884.35435942872,44276.50545494606,1000,500,500,0.6718431013699586,0.07142857142857142,7144
BFGS,0.015892030513967922,0.011799220622279387,270269.0987032802,196936.59534961788,1000,500,499,0.6835118161834767,0.07142857142857142,7339
BFGS,0.0011662572514882803,0.003200997004522358,17054.519168659066,50325.105134964884,1000,500,500,0.611551878989852,0.07142857142857142,7150
stepwiseBFGS,0.00014877862320902653,8.079937808234196e-06,2558.4634138555007,120.58133176689337,1000,500,500,0.6706972133479709,0.07142857142857142,6944
stepwiseBFGS,0.00019816887846076673,5.8968192115940635e-06,2346.6182532832763,84.6873964343032,1000,500,500,0.6032344431594393,0.07142857142857142,6862
stepwiseBFGS,0.00015247060349342403,5.61335072615269e-06,2578.4335377128314,88.46871983986816,1000,500,500,0.6718431013699586,0.07142857142857142,7144
stepwiseBFGS,0.014948677240114496,0.009184211318753167,254498.76863134047,155698.99468313786,1000,500,499,0.6835118161834767,0.07142857142857142,7339
stepwiseBFGS,0.00013771934853276606,5.24642017483025e-06,2304.384709874153,96.50817161700259,1000,500,500,0.611551878989852,0.07142857142857142,7150
BFGS,0.0012962625719441965,0.003462823186429183,85496.07855834364,227630.3510756244,1000,1000,1000,0.667881768661082,0.07142857142857142,13894
BFGS,0.018714318702744558,0.014353229933114569,1277986.9325919296,895423.7200604075,1000,1000,998,0.6319401417095782,0.07142857142857142,14522
BFGS,0.0012159288588389165,0.0031197735179075295,86396.92948243557,231945.39199658117,1000,1000,1000,0.6583985497119949,0.07142857142857142,14273
BFGS,0.00013037581221083118,4.853149933684972e-06,7882.7639326836925,351.9030907569691,1000,1000,1000,0.6955104403005761,0.07142857142857142,14339
BFGS,0.017683563117323046,0.0135050542708537,1265202.7655326345,945915.0817336168,1000,1000,999,0.6003573649626964,0.07142857142857142,14407
stepwiseBFGS,0.00017553698679426274,7.830843203783229e-06,11369.274263345116,586.1656690120665,1000,1000,1000,0.667881768661082,0.07142857142857142,13894
stepwiseBFGS,0.018395269507034268,0.011952451908556276,1239340.9734901784,727100.1608554076,1000,1000,998,0.6319401417095782,0.07142857142857142,14522
stepwiseBFGS,0.00017752084134529573,5.4129198827569326e-06,12603.303661442695,249.43212164740365,1000,1000,1000,0.6583985497119949,0.07142857142857142,14273
stepwiseBFGS,0.00012168852708458238,4.890096750374588e-06,7221.230880863206,355.35304920974386,1000,1000,1000,0.6955104403005761,0.07142857142857142,14339
stepwiseBFGS,0.017035891837639438,0.010048604385490474,1226912.4197624146,718793.3102765845,1000,1000,999,0.6003573649626964,0.07142857142857142,14407
