method,gr_mse,gr_mse_reduced,lif_mse,lif_mse_reduced,n_samples,n_variants_requested,n_variants_real,mean_entropy,new_var_rate,n_days
stepwiseBFGS,0.00025895762297219107,1.2988794232601207e-05,12.186465079966585,1.0966627778025786,1000,50,50,0.5700061086434389,0.14285714285714285,536
stepwiseBFGS,8.297168860446391e-05,7.236524320974081e-06,3.077331340073058,0.6190248622060054,1000,50,50,0.9094931672508453,0.14285714285714285,504
stepwiseBFGS,0.00039029872043494436,1.0239942875111473e-05,21.18132325832779,0.7354865994765901,1000,50,50,0.4457169547849398,0.14285714285714285,564
stepwiseBFGS,0.00010909197280714,5.853800633324907e-06,8.6686437032675,0.4266133372464756,1000,50,50,0.7637564021518317,0.14285714285714285,595
BFGS,0.00034404669513224775,1.141312245064653e-05,2.201923391376223,0.1113887345066419,1000,50,50,0.5756205269610658,0.3333333333333333,331
BFGS,0.0005270291363878133,3.906645913320152e-06,8.155229005800663,0.05418658476180694,1000,50,50,0.8055684807245423,0.3333333333333333,339
BFGS,0.00020509344204888073,8.204997476723941e-06,2.0984903635065684,0.10912316577882122,1000,50,50,1.021528357980282,0.3333333333333333,334
BFGS,0.0004023221933616872,3.769232478494444e-06,2.6618072256408714,0.07976675082366957,1000,50,50,1.0137683354566824,0.3333333333333333,355
BFGS,0.00013308778096639956,6.517648320870208e-06,1.5328463139693171,0.11214099279066493,1000,50,50,0.8838439714778946,0.3333333333333333,341
stepwiseBFGS,0.00033661119709982594,1.1354051934619274e-05,2.175532395492658,0.1108952546298846,1000,50,50,0.5756205269610658,0.3333333333333333,331
stepwiseBFGS,0.0005259304857913876,4.171318435873287e-06,8.126493952012904,0.05359731015721143,1000,50,50,0.8055684807245423,0.3333333333333333,339
stepwiseBFGS,0.0002051342385300729,8.263338197071077e-06,2.1008491053710605,0.11011531109459013,1000,50,50,1.021528357980282,0.3333333333333333,334
stepwiseBFGS,0.00040300567062737287,3.768699438086008e-06,2.664467036390997,0.08027133892040832,1000,50,50,1.0137683354566824,0.3333333333333333,355
stepwiseBFGS,0.0001337233024501919,6.304762690292324e-06,1.5343447762144613,0.1133780710142035,1000,50,50,0.8838439714778946,0.3333333333333333,341
BFGS,0.0005431479674893883,5.405623521615104e-06,1.2292990217174358,0.07193926189384614,1000,50,50,0.5213119083771449,1.0,257
BFGS,0.0002230553299745934,6.993305169430325e-06,0.8791571452674656,0.07107167225131485,1000,50,50,0.7822256263935577,1.0,256
BFGS,0.00028022983031391767,1.6545485604981856e-05,0.612915647115564,0.06173876833071188,1000,50,50,1.1266513769802997,1.0,242
BFGS,0.0002860236449302734,1.1576622561660724e-05,0.8099327658179112,0.04957880858915622,1000,50,50,0.39858450955287406,1.0,247
BFGS,0.000165431951749827,1.356461517810599e-05,0.6215923827338691,0.050517280505721365,1000,50,50,1.1216026919546498,1.0,256
stepwiseBFGS,0.0005427020275361852,5.1953982932113e-06,1.228120914257549,0.07060752617769954,1000,50,50,0.5213119083771449,1.0,257
stepwiseBFGS,0.00022323138230392127,6.329350083871575e-06,0.8799393211901471,0.06770519607488541,1000,50,50,0.7822256263935577,1.0,256
stepwiseBFGS,0.00028074959461817946,1.6597121251934122e-05,0.616515409047096,0.06215597936669092,1000,50,50,1.1266513769802997,1.0,242
stepwiseBFGS,0.0002858972812529399,1.165727258961332e-05,0.810739307400237,0.04996668313652655,1000,50,50,0.39858450955287406,1.0,247
stepwiseBFGS,0.00016537393376150092,1.321489283446403e-05,0.6206160329253027,0.05058285656616094,1000,50,50,1.1216026919546498,1.0,256
